Existence,0,1.49026256E12,1.54097641E12
Presentation,0,1.49026256E12,1.54097641E12
Seat Occupy,1,1.49026256E12,1.50149516E12
Seat Occupy,6,1.49026256E12,1.50149582E12
Seat Occupy,3,1.50149516E12,1.50149543E12
Seat Occupy,2,1.50149516E12,1.50149556E12
Seat Occupy,8,1.50149516E12,1.50149556E12
Seat Occupy,10,1.50149516E12,1.50149648E12
Seat Occupy,7,1.50149516E12,1.54097641E12
Sound,31,1.50149516E12,1.5014953E12
Seat Occupy,1,1.5014953E12,1.50149621E12
Sound,32,1.5014953E12,1.54097641E12
Projector,0,1.5014953E12,1.50149883E12
Seat Occupy,3,1.50149543E12,1.50149608E12
Seat Occupy,9,1.50149569E12,1.50149766E12
Seat Occupy,2,1.50149582E12,1.50149608E12
Seat Occupy,4,1.50149582E12,1.50149608E12
Seat Occupy,6,1.50149582E12,1.50149608E12
Seat Occupy,2,1.50149608E12,1.50149634E12
Seat Occupy,4,1.50149608E12,1.50149634E12
Seat Occupy,3,1.50149608E12,1.50149648E12
Seat Occupy,8,1.50149608E12,1.50149713E12
Seat Occupy,6,1.50149621E12,1.501497E12
Seat Occupy,5,1.50149621E12,1.50149713E12
Seat Occupy,2,1.50149634E12,1.50149661E12
Seat Occupy,4,1.50149634E12,1.50149674E12
Seat Occupy,3,1.50149648E12,1.50149713E12
Seat Occupy,2,1.50149687E12,1.50149713E12
Seat Occupy,4,1.50149687E12,1.50149726E12
Seat Occupy,3,1.50149713E12,1.50149739E12
Seat Occupy,5,1.50149713E12,1.50149739E12
Seat Occupy,8,1.50149713E12,1.50149739E12
Seat Occupy,1,1.50149713E12,1.50149752E12
Seat Occupy,2,1.50149726E12,1.50149752E12
Seat Occupy,10,1.50149726E12,1.50149897E12
Seat Occupy,5,1.50149739E12,1.50149766E12
Seat Occupy,3,1.50149739E12,1.50149779E12
Seat Occupy,8,1.50149739E12,1.50149779E12
Seat Occupy,4,1.50149739E12,1.50149844E12
Seat Occupy,2,1.50149752E12,1.50149779E12
Seat Occupy,1,1.50149752E12,1.50149779E12
Seat Occupy,1,1.50149779E12,1.50149805E12
Seat Occupy,3,1.50149779E12,1.50149818E12
Seat Occupy,8,1.50149779E12,1.50149818E12
Seat Occupy,6,1.50149779E12,1.50149831E12
Seat Occupy,2,1.50149779E12,1.50149883E12
Seat Occupy,5,1.50149779E12,1.50149897E12
Seat Occupy,1,1.50149805E12,1.50149831E12
Seat Occupy,3,1.50149818E12,1.50149883E12
Seat Occupy,9,1.50149818E12,1.5014991E12
Seat Occupy,8,1.50149831E12,1.50149857E12
Seat Occupy,1,1.50149831E12,1.50149883E12
Seat Occupy,2,1.50149883E12,1.5014991E12
Seat Occupy,3,1.50149883E12,1.54097641E12
Seat Occupy,6,1.50149883E12,1.54097641E12
Seat Occupy,1,1.50149897E12,1.54097641E12
Seat Occupy,4,1.50149897E12,1.54097641E12
Seat Occupy,8,1.50149897E12,1.54097641E12
Seat Occupy,10,1.50149897E12,1.54097641E12
